method,converged,failure,converged_stages,newton_updates,linear_systems,matrix_products,degree_two_acceptances,line_search_backtracks,maximum_linear_relative_residual,final_scaled_gradient,quadratic_objective,terminal_barrier_objective,maximum_control_fraction,feasibility_violation,solution_json,plant,horizon,state_index
cg,True,,3,16,19,157,0,0,0.04890753893136502,2.4870855626860545e-08,-15.477404626849307,-15.354101463872095,0.9438577647119698,0.0,"[-0.9438577647119698,-0.940547264154869,-0.9316915167632294,-0.9152443024774257,-0.8860332596389633,-0.832834645779409,-0.7344982943394818,-0.5725288204734403,-0.3780752805344241,-0.2116035543083661,-0.09592004522431048,-0.02444608034792056,0.01565762158625095,0.03532443086127676,0.042404901431289964,0.04220517193054684,0.038187176419924834,0.03252755617770025,0.026526782709119703,0.02090290719990454,0.015999755307701917,0.011931605818456984,0.008681035554487302,0.006162865877194586,0.004264194485022859,0.0028680503530137593,0.0018662051467039176,0.0011650847135323992,0.000687507084739254,0.0003720714465710849,0.0001713743393636844,4.9777563887210866e-05,-1.8852528254847558e-05,-5.3212967926469205e-05,-6.634151827968854e-05,-6.70786373622605e-05,-6.122929653212316e-05,-5.245936489229539e-05,-4.2968489065711024e-05,-3.3981722526655346e-05,-2.6098879215397925e-05,-1.9535624234327046e-05,-1.4284764631646639e-05,-1.0220673063138152e-05,-7.164618410710984e-06,-4.924199097147348e-06,-3.3162037925337653e-06,-2.179122566991152e-06,-1.379200432374154e-06,-8.123126522388349e-07,-4.0294489873148496e-07,-1.0104619300165651e-07,1.226599964463625e-07,2.8231834684049945e-07,3.828843239541379e-07,4.256781634467074e-07,4.129092426678e-07,3.506772854523738e-07,2.501881933487227e-07,1.2720093600847248e-07]",damped_oscillator,60,5
direct,True,,3,20,23,0,0,0,0.0,2.3097384030775694e-07,-15.477404793163243,-15.354101463870899,0.9438587358266913,0.0,"[-0.9438587358266913,-0.9405476006187703,-0.9316914546300921,-0.9152441565107042,-0.8860331993020706,-0.8328341308814529,-0.7344979612215898,-0.5725303096374946,-0.3780751518733929,-0.2116012841603752,-0.09591901642298321,-0.02444764188923967,0.015656846241465447,0.03532445341491482,0.04240474061298689,0.04220464101502358,0.03818668820886573,0.03252749812759344,0.026527205997559936,0.020903568640332167,0.016000320216111252,0.011931835133923745,0.008680871880789937,0.00616241599775137,0.004263650782315503,0.002867601738116975,0.0018659736414408726,0.0011651019399366456,0.0006877263311260688,0.00037240062297692054,0.00017171322283627505,5.004674590789822e-05,-1.8697013911522427e-05,-5.317912964818921e-05,-6.641065805863601e-05,-6.721851336461986e-05,-6.140605561250377e-05,-5.2645134191979206e-05,-4.314386608993817e-05,-3.4134289178889705e-05,-2.6219862441121178e-05,-1.9616878060279928e-05,-1.4317578131091859e-05,-1.0196883930756668e-05,-7.079513471611294e-06,-4.780001073494933e-06,-3.1247269665346024e-06,-1.9624252098441673e-06,-1.167647055540499e-06,-6.401927824216531e-07,-3.024741310980659e-07,-9.60338669726135e-08,2.2052049944895326e-08,8.249539458512173e-08,1.0665596861515655e-07,1.088853559193041e-07,9.837064507875936e-08,8.053105244292057e-08,5.803513141221286e-08,3.150866043716379e-08]",damped_oscillator,60,5
certificate,True,,3,19,22,476,0,0,0.0449215437283013,4.627140522055131e-08,-17.353477626044363,-17.224193508742598,0.9036159935916065,0.0,"[0.7999076484087034,-0.43482767170431524,-0.8382460875122317,-0.8914749783129643,-0.9036159935916065,-0.9010078804089189,-0.8872951530026689,-0.859897472675635,-0.8111801614728822,-0.7282560493652374,-0.6013622385506532,-0.4460894729649127,-0.2992600761086376,-0.18406668203201978,-0.10311865892543735,-0.05008490871659795,-0.017327850863993525,0.00156199082192725,0.011369742819277568,0.015481284638843414,0.016210882652691976,0.01509110226253643,0.013100771137448418,0.010836398772958665,0.008637754141646968,0.0066777824795234,0.005025460490239902,0.0036885744344278093,0.002641946215785237,0.0018453678138019573,0.0012544461772270434,0.0008267053648847649,0.0005246232928843072,0.00031677152881777807,0.00017784981616804263,8.813502068583585e-05,3.2672684017972216e-05,4.080402822947774e-07,-1.6634109466598482e-05,-2.4067511438640877e-05,-2.574200045328323e-05,-2.422188063635694e-05,-2.1156978412035163e-05,-1.756261275860069e-05,-1.4025556594622944e-05,-1.0851916560888488e-05,-8.17076869838897e-06,-6.004987767284608e-06,-4.318361971872371e-06,-3.0459855337247265e-06,-2.113147482754416e-06,-1.4465014376823181e-06,-9.801865198761275e-07,-6.587313507985837e-07,-4.3796585686783195e-07,-2.8474038722700787e-07,-1.75966216843671e-07,-9.730770559832735e-08,-4.174351755821626e-08,-8.147490442704712e-09]",damped_oscillator,60,6
cost_gated_certificate,True,,3,19,22,476,0,0,0.0449215437283013,4.627140522055131e-08,-17.353477626044363,-17.224193508742598,0.9036159935916065,0.0,"[0.7999076484087034,-0.43482767170431524,-0.8382460875122317,-0.8914749783129643,-0.9036159935916065,-0.9010078804089189,-0.8872951530026689,-0.859897472675635,-0.8111801614728822,-0.7282560493652374,-0.6013622385506532,-0.4460894729649127,-0.2992600761086376,-0.18406668203201978,-0.10311865892543735,-0.05008490871659795,-0.017327850863993525,0.00156199082192725,0.011369742819277568,0.015481284638843414,0.016210882652691976,0.01509110226253643,0.013100771137448418,0.010836398772958665,0.008637754141646968,0.0066777824795234,0.005025460490239902,0.0036885744344278093,0.002641946215785237,0.0018453678138019573,0.0012544461772270434,0.0008267053648847649,0.0005246232928843072,0.00031677152881777807,0.00017784981616804263,8.813502068583585e-05,3.2672684017972216e-05,4.080402822947774e-07,-1.6634109466598482e-05,-2.4067511438640877e-05,-2.574200045328323e-05,-2.422188063635694e-05,-2.1156978412035163e-05,-1.756261275860069e-05,-1.4025556594622944e-05,-1.0851916560888488e-05,-8.17076869838897e-06,-6.004987767284608e-06,-4.318361971872371e-06,-3.0459855337247265e-06,-2.113147482754416e-06,-1.4465014376823181e-06,-9.801865198761275e-07,-6.587313507985837e-07,-4.3796585686783195e-07,-2.8474038722700787e-07,-1.75966216843671e-07,-9.730770559832735e-08,-4.174351755821626e-08,-8.147490442704712e-09]",damped_oscillator,60,6
interval_chebyshev,True,,3,19,22,476,0,0,0.0449215437283013,4.627140522055131e-08,-17.353477626044363,-17.224193508742598,0.9036159935916065,0.0,"[0.7999076484087034,-0.43482767170431524,-0.8382460875122317,-0.8914749783129643,-0.9036159935916065,-0.9010078804089189,-0.8872951530026689,-0.859897472675635,-0.8111801614728822,-0.7282560493652374,-0.6013622385506532,-0.4460894729649127,-0.2992600761086376,-0.18406668203201978,-0.10311865892543735,-0.05008490871659795,-0.017327850863993525,0.00156199082192725,0.011369742819277568,0.015481284638843414,0.016210882652691976,0.01509110226253643,0.013100771137448418,0.010836398772958665,0.008637754141646968,0.0066777824795234,0.005025460490239902,0.0036885744344278093,0.002641946215785237,0.0018453678138019573,0.0012544461772270434,0.0008267053648847649,0.0005246232928843072,0.00031677152881777807,0.00017784981616804263,8.813502068583585e-05,3.2672684017972216e-05,4.080402822947774e-07,-1.6634109466598482e-05,-2.4067511438640877e-05,-2.574200045328323e-05,-2.422188063635694e-05,-2.1156978412035163e-05,-1.756261275860069e-05,-1.4025556594622944e-05,-1.0851916560888488e-05,-8.17076869838897e-06,-6.004987767284608e-06,-4.318361971872371e-06,-3.0459855337247265e-06,-2.113147482754416e-06,-1.4465014376823181e-06,-9.801865198761275e-07,-6.587313507985837e-07,-4.3796585686783195e-07,-2.8474038722700787e-07,-1.75966216843671e-07,-9.730770559832735e-08,-4.174351755821626e-08,-8.147490442704712e-09]",damped_oscillator,60,6
cg,True,,3,16,19,141,0,0,0.04646508098245079,4.943377895529392e-08,-17.353477432376348,-17.224193508741703,0.9036158183678062,0.0,"[0.7999064901084558,-0.43482791352657646,-0.8382472204901447,-0.8914742637369132,-0.9036158183678062,-0.9010076640917216,-0.8872944877117261,-0.8598968188770696,-0.8111794270695948,-0.7282558412214898,-0.6013633964676267,-0.4460901729274707,-0.29925927397638963,-0.18406959217349403,-0.10311791590227481,-0.05008260070606927,-0.017327278550109942,0.0015608197225617723,0.01136822839277434,0.015480428628978258,0.01621089501725782,0.01509170495362658,0.0131015705483464,0.01083709836404158,0.008638209032534273,0.006677967781506238,0.005025417000453745,0.0036883656569562245,0.0026416355560577465,0.0018450112621459741,0.001254092142657844,0.0008263952602220641,0.0005243901557876653,0.0003166370026176331,0.00017782128162473337,8.820465550280244e-05,3.281932532429212e-05,6.016027121194172e-07,-1.64267554472916e-05,-2.3876639847905738e-05,-2.559039694964318e-05,-2.4122278861816133e-05,-2.1111761997007507e-05,-1.756544282546676e-05,-1.4064237802328017e-05,-1.091169742417393e-05,-8.2373571024357e-06,-6.066781382315117e-06,-4.367664915575543e-06,-3.0792349063795642e-06,-2.13035816241876e-06,-1.4502343931060365e-06,-9.74357185944471e-07,-6.475217051261846e-07,-4.25013579876411e-07,-2.72679055281297e-07,-1.663033353743004e-07,-9.056599104066056e-08,-3.775987367182027e-08,-6.421221713367505e-09]",damped_oscillator,60,6
direct,True,,3,17,20,0,0,0,0.0,1.4670087089384202e-07,-17.353477970339092,-17.224193508734004,0.9036159983369504,0.0,"[0.799913857177472,-0.43483319955602157,-0.8382469859102534,-0.8914748771723704,-0.9036159983369504,-0.9010078734691624,-0.8872950170127258,-0.8598972767670212,-0.8111803697544723,-0.7282555113844599,-0.6013622172595527,-0.44608941504348953,-0.2992600153979624,-0.1840666511155389,-0.10311866597848905,-0.05008494581634735,-0.01732790004012476,0.00156194909333966,0.011369724752726256,0.015481300814695896,0.016210936571863694,0.015091189736663005,0.01310088094674076,0.010836514709650929,0.008637858098317663,0.006677857934163733,0.005025495655374707,0.003688564446785771,0.0026418939780599266,0.0018452833893168625,0.0012543449150392574,0.0008266051528694964,0.0005245414625220587,0.00031672196443956695,0.0001778407506426493,8.816785570170989e-05,3.274198242859017e-05,5.026366825649353e-07,-1.6529112457511796e-05,-2.396822287442196e-05,-2.5663121220989198e-05,-2.417440024388194e-05,-2.114653173871224e-05,-1.7588719232242975e-05,-1.4081817657189383e-05,-1.0927099138561852e-05,-8.250575121808142e-06,-6.074223057862003e-06,-4.363167948971099e-06,-3.0558192967209256e-06,-2.0822345722171795e-06,-1.3745803568373669e-06,-8.724665446700778e-07,-5.250942984600022e-07,-2.9154019380085196e-07,-1.400512176011431e-07,-4.690962548554387e-08,4.790307377487957e-09,2.6256781008984787e-08,2.3903650465762028e-08]",damped_oscillator,60,6
certificate,True,,3,33,36,595,17,0,0.046753329986998396,9.259354566031484e-07,-20.932347818615767,-20.709133955204322,0.9705047963698804,0.0,"[0.9705047963698804,0.9247875037731392,0.157142998378397,-0.8559609076569444,-0.9227858988230353,-0.9382287275830862,-0.9415479162774386,-0.9385334619876039,-0.9297197426076907,-0.913136020393606,-0.8836329466051205,-0.8300891232648993,-0.7319194408848347,-0.5719370257872812,-0.3807828304130706,-0.21657667012994858,-0.1016384860012757,-0.029958992929620447,0.010795917568268715,0.031262785621795325,0.03914006195045302,0.03966157017454407,0.03625938323746022,0.03110356842990154,0.02550086778493575,0.02018215447934022,0.015506629448720074,0.011603997321916693,0.00847086520293112,0.006033992806886272,0.0041901369621828105,0.00282983599870412,0.0018505183842236139,0.0011627710362795368,0.0006924228689067311,0.0003802290124552192,0.00018031763736162904,5.812629881981154e-05,-1.1740846153466433e-05,-4.749881566889325e-05,-6.18992413588399e-05,-6.364466283733517e-05,-5.850907567648788e-05,-5.0197206389119676e-05,-4.0984643541089144e-05,-3.2182407085807776e-05,-2.4466281207624948e-05,-1.8105584641059804e-05,-1.311952345605428e-05,-9.38283589054347e-06,-6.696679616327223e-06,-4.835933378499108e-06,-3.580387757584057e-06,-2.734637805813658e-06,-2.1397236604111607e-06,-1.6785021766365406e-06,-1.276169392217971e-06,-8.971022311407002e-07,-5.390964212236388e-07,-2.2603861070483085e-07]",damped_oscillator,60,7
cost_gated_certificate,True,,3,33,36,595,17,0,0.046753329986998396,9.259354566031484e-07,-20.932347818615767,-20.709133955204322,0.9705047963698804,0.0,"[0.9705047963698804,0.9247875037731392,0.157142998378397,-0.8559609076569444,-0.9227858988230353,-0.9382287275830862,-0.9415479162774386,-0.9385334619876039,-0.9297197426076907,-0.913136020393606,-0.8836329466051205,-0.8300891232648993,-0.7319194408848347,-0.5719370257872812,-0.3807828304130706,-0.21657667012994858,-0.1016384860012757,-0.029958992929620447,0.010795917568268715,0.031262785621795325,0.03914006195045302,0.03966157017454407,0.03625938323746022,0.03110356842990154,0.02550086778493575,0.02018215447934022,0.015506629448720074,0.011603997321916693,0.00847086520293112,0.006033992806886272,0.0041901369621828105,0.00282983599870412,0.0018505183842236139,0.0011627710362795368,0.0006924228689067311,0.0003802290124552192,0.00018031763736162904,5.812629881981154e-05,-1.1740846153466433e-05,-4.749881566889325e-05,-6.18992413588399e-05,-6.364466283733517e-05,-5.850907567648788e-05,-5.0197206389119676e-05,-4.0984643541089144e-05,-3.2182407085807776e-05,-2.4466281207624948e-05,-1.8105584641059804e-05,-1.311952345605428e-05,-9.38283589054347e-06,-6.696679616327223e-06,-4.835933378499108e-06,-3.580387757584057e-06,-2.734637805813658e-06,-2.1397236604111607e-06,-1.6785021766365406e-06,-1.276169392217971e-06,-8.971022311407002e-07,-5.390964212236388e-07,-2.2603861070483085e-07]",damped_oscillator,60,7
interval_chebyshev,True,,3,33,36,6590,0,0,0.04679297949431676,7.073118451239639e-07,-20.93234810998551,-20.709133955238517,0.9705043354279067,0.0,"[0.9705043354279067,0.9247855326687845,0.15715438959121286,-0.8559602416216149,-0.9227875766854117,-0.9382294666028128,-0.9415485913509829,-0.9385340284713226,-0.9297206679777554,-0.9131368070990544,-0.8836338033502534,-0.8300877258044076,-0.7319184275291056,-0.5719360483108269,-0.3807838668389218,-0.2165776397518672,-0.1016390684555303,-0.02995922441623265,0.010796249860354016,0.03126360546697846,0.039141124238707116,0.03966262683915437,0.03626024754469099,0.031104139256691136,0.02550113209157573,0.02018216746515814,0.015506479399207244,0.01160376975162113,0.008470619718853755,0.0060337584353371545,0.0041899229232080235,0.0028296492558362867,0.001850378282297612,0.0011627142506129484,0.000692496780149346,0.0003804763786760097,0.00018075849246043367,5.874369165493701e-05,-1.1006161172865485e-05,-4.6742530230628414e-05,-6.123755419607767e-05,-6.319201430746105e-05,-5.835481133879709e-05,-5.0386489089410005e-05,-4.15077354838452e-05,-3.2974417522835824e-05,-2.5417177342414924e-05,-1.9078221513080532e-05,-1.3972054812482443e-05,-9.991318157271106e-06,-6.973969934611578e-06,-4.743942130805332e-06,-3.134107284214025e-06,-1.997834795187617e-06,-1.2134880508519334e-06,-6.848017815940812e-07,-3.390724733079858e-07,-1.2439748003761948e-07,-6.729142346367091e-09,3.279715319791819e-08]",damped_oscillator,60,7
cg,True,,3,33,36,191,0,0,0.04981504798565347,4.035227507988497e-07,-20.93234799115989,-20.709133955157707,0.9705036183311153,0.0,"[0.9705036183311153,0.9247852232772116,0.1571558873742414,-0.8559571052314993,-0.9227867953341479,-0.9382306264762234,-0.9415483352359029,-0.9385331939250107,-0.9297208235510184,-0.9131388421042558,-0.8836336096916042,-0.8300873327749054,-0.7319312448572586,-0.5719313490515886,-0.38076564286187475,-0.2165912056662342,-0.1016483290174917,-0.029948694557757304,0.010799961964647782,0.031256468249789,0.03913385557242094,0.039663043973979024,0.03626819199902484,0.031114416686147756,0.025508065832688366,0.02018260489562035,0.015500588835748294,0.011594203565787204,0.008460974032224124,0.006027122302861653,0.004187975734596069,0.002832426647938948,0.0018565840345513142,0.0011703371220486366,0.0006994807018757969,0.0003852524898854588,0.000182537776566396,5.755674285617432e-05,-1.4470818185310236e-05,-5.1416170861148686e-05,-6.597491756916034e-05,-6.702766775834003e-05,-6.0667499680834246e-05,-5.095745769105716e-05,-4.048479419404961e-05,-3.0770312556741114e-05,-2.2577571362469094e-05,-1.6152479495096532e-05,-1.1411747663238832e-05,-8.090062675426439e-06,-5.850876609260802e-06,-4.363777258300284e-06,-3.3515764578289326e-06,-2.6114887685524453e-06,-2.0161764933376744e-06,-1.5013645442329873e-06,-1.046834937582983e-06,-6.568292941281281e-07,-3.443732576819059e-07,-1.220854989740775e-07]",damped_oscillator,60,7
direct,True,,3,32,35,0,0,0,0.0,1.0064113877217021e-07,-20.932347992123248,-20.7091339552484,0.9705035942623744,0.0,"[0.9705035942623744,0.9247857061315341,0.15715665255270891,-0.8559602307544758,-0.9227875695278481,-0.9382295848298763,-0.9415486482716752,-0.9385340485421196,-0.9297207573329179,-0.9131368836359599,-0.8836340977634767,-0.8300880252167733,-0.7319185283162574,-0.5719362360842145,-0.3807841333204133,-0.21657794958369195,-0.10163938768226503,-0.02995953286524691,0.010795971015938736,0.031263368927396076,0.039140933814544504,0.039662479388114874,0.036260135532478546,0.031104052812618133,0.02550106074006391,0.02018210174464071,0.015506412335923984,0.011603697984737784,0.008470544044419555,0.0060336836245707265,0.0041898568186015854,0.0028296013014919765,0.0018503577580440674,0.0011627285299948742,0.0006925499177220192,0.0003805682596931774,0.00018088467008989815,5.889591466123716e-05,-1.0838840743170494e-05,-4.657226675352372e-05,-6.107608189376757e-05,-6.304913723834781e-05,-5.823723031491176e-05,-5.029712196316827e-05,-4.14456048410476e-05,-3.2935092260815174e-05,-2.5393674997877724e-05,-1.906221751730102e-05,-1.3955209914416977e-05,-9.966529038841764e-06,-6.936369359754716e-06,-4.6915186350775084e-06,-3.067873330940525e-06,-1.9215373208577166e-06,-1.1329178122882165e-06,-6.068096603485144e-07,-2.7043622192443263e-07,-7.069746051607435e-08,2.8614250643999998e-08,4.919690076402519e-08]",damped_oscillator,60,7
